Word;Lexeme;Person;Number;Tense;Voice;Mood;Extension;Gloss;WordOld;Aspect;Tense2;WordSyl;WordSyl2
mucishwa;guca;two;pl;present;passive;indicative;causative;to cut;mucishwa;perfective;present;.mu.ci.shwa.;mu.ci.shwa
mucirwa;guca;two;pl;present;passive;indicative;applicative;to cut;mucirwa;perfective;present;.mu.ci.rwa.;mu.ci.rwa
mucanwa;guca;two;pl;present;passive;indicative;comitative;to cut;mucanwa;perfective;present;.mu.ca.nwa.;mu.ca.nwa
mucagagurwa;guca;two;pl;present;passive;indicative;frequentative;to cut;mucagagurwa;perfective;present;.mu.ca.ga.gu.rwa.;mu.ca.ga.gu.rwa
mucurururwa;guca;two;pl;present;passive;indicative;iterative;to cut;mucurururwa;perfective;present;.mu.cu.ru.ru.rwa.;mu.cu.ru.ru.rwa
mucururwa;guca;two;pl;present;passive;indicative;reversive;to cut;mucururwa;perfective;present;.mu.cu.ru.rwa.;mu.cu.ru.rwa
bacibwa;guca;three;pl;present;passive;indicative;neutral;to cut;bacibwa;perfective;present;.ba.ci.bwa.;ba.ci.bwa
bacishwa;guca;three;pl;present;passive;indicative;causative;to cut;bacishwa;perfective;present;.ba.ci.shwa.;ba.ci.shwa
bacirwa;guca;three;pl;present;passive;indicative;applicative;to cut;bacirwa;perfective;present;.ba.ci.rwa.;ba.ci.rwa
bacanwa;guca;three;pl;present;passive;indicative;comitative;to cut;bacanwa;perfective;present;.ba.ca.nwa.;ba.ca.nwa
bacagagurwa;guca;three;pl;present;passive;indicative;frequentative;to cut;bacagagurwa;perfective;present;.ba.ca.ga.gu.rwa.;ba.ca.ga.gu.rwa
bacurururwa;guca;three;pl;present;passive;indicative;iterative;to cut;bacurururwa;perfective;present;.ba.cu.ru.ru.rwa.;ba.cu.ru.ru.rwa
bacururwa;guca;three;pl;present;passive;indicative;reversive;to cut;bacururwa;perfective;present;.ba.cu.ru.rwa.;ba.cu.ru.rwa
ncibwe;guca;one;sg;present;passive;subjunctive;neutral;to cut;ncibwe;perfective;present;.nci.bwe.;nci.bwe
ncishwe;guca;one;sg;present;passive;subjunctive;causative;to cut;ncishwe;perfective;present;.nci.shwe.;nci.shwe
ncirwe;guca;one;sg;present;passive;subjunctive;applicative;to cut;ncirwe;perfective;present;.nci.rwe.;nci.rwe
ncanwe;guca;one;sg;present;passive;subjunctive;comitative;to cut;ncanwe;perfective;present;.nca.nwe.;nca.nwe
ncagagurwe;guca;one;sg;present;passive;subjunctive;frequentative;to cut;ncagagurwe;perfective;present;.nca.ga.gu.rwe.;nca.ga.gu.rwe
ncurururwe;guca;one;sg;present;passive;subjunctive;iterative;to cut;ncurururwe;perfective;present;.ncu.ru.ru.rwe.;ncu.ru.ru.rwe
ncururwe;guca;one;sg;present;passive;subjunctive;reversive;to cut;ncururwe;perfective;present;.ncu.ru.rwe.;ncu.ru.rwe
ucibwe;guca;two;sg;present;passive;subjunctive;neutral;to cut;ucibwe;perfective;present;.u.ci.bwe.;u.ci.bwe
ucishwe;guca;two;sg;present;passive;subjunctive;causative;to cut;ucishwe;perfective;present;.u.ci.shwe.;u.ci.shwe
ucirwe;guca;two;sg;present;passive;subjunctive;applicative;to cut;ucirwe;perfective;present;.u.ci.rwe.;u.ci.rwe
ucanwe;guca;two;sg;present;passive;subjunctive;comitative;to cut;ucanwe;perfective;present;.u.ca.nwe.;u.ca.nwe
ucagagurwe;guca;two;sg;present;passive;subjunctive;frequentative;to cut;ucagagurwe;perfective;present;.u.ca.ga.gu.rwe.;u.ca.ga.gu.rwe
ucurururwe;guca;two;sg;present;passive;subjunctive;iterative;to cut;ucurururwe;perfective;present;.u.cu.ru.ru.rwe.;u.cu.ru.ru.rwe
ucururwe;guca;two;sg;present;passive;subjunctive;reversive;to cut;ucururwe;perfective;present;.u.cu.ru.rwe.;u.cu.ru.rwe
acibwe;guca;three;sg;present;passive;subjunctive;neutral;to cut;acibwe;perfective;present;.a.ci.bwe.;a.ci.bwe
acishwe;guca;three;sg;present;passive;subjunctive;causative;to cut;acishwe;perfective;present;.a.ci.shwe.;a.ci.shwe
acirwe;guca;three;sg;present;passive;subjunctive;applicative;to cut;acirwe;perfective;present;.a.ci.rwe.;a.ci.rwe
acanwe;guca;three;sg;present;passive;subjunctive;comitative;to cut;acanwe;perfective;present;.a.ca.nwe.;a.ca.nwe
acagagurwe;guca;three;sg;present;passive;subjunctive;frequentative;to cut;acagagurwe;perfective;present;.a.ca.ga.gu.rwe.;a.ca.ga.gu.rwe
acurururwe;guca;three;sg;present;passive;subjunctive;iterative;to cut;acurururwe;perfective;present;.a.cu.ru.ru.rwe.;a.cu.ru.ru.rwe
acururwe;guca;three;sg;present;passive;subjunctive;reversive;to cut;acururwe;perfective;present;.a.cu.ru.rwe.;a.cu.ru.rwe
ducibwe;guca;one;pl;present;passive;subjunctive;neutral;to cut;ducibwe;perfective;present;.du.ci.bwe.;du.ci.bwe
ducishwe;guca;one;pl;present;passive;subjunctive;causative;to cut;ducishwe;perfective;present;.du.ci.shwe.;du.ci.shwe
ducirwe;guca;one;pl;present;passive;subjunctive;applicative;to cut;ducirwe;perfective;present;.du.ci.rwe.;du.ci.rwe
ducanwe;guca;one;pl;present;passive;subjunctive;comitative;to cut;ducanwe;perfective;present;.du.ca.nwe.;du.ca.nwe
ducagagurwe;guca;one;pl;present;passive;subjunctive;frequentative;to cut;ducagagurwe;perfective;present;.du.ca.ga.gu.rwe.;du.ca.ga.gu.rwe
ducurururwe;guca;one;pl;present;passive;subjunctive;iterative;to cut;ducurururwe;perfective;present;.du.cu.ru.ru.rwe.;du.cu.ru.ru.rwe
ducururwe;guca;one;pl;present;passive;subjunctive;reversive;to cut;ducururwe;perfective;present;.du.cu.ru.rwe.;du.cu.ru.rwe
mucibwe;guca;two;pl;present;passive;subjunctive;neutral;to cut;mucibwe;perfective;present;.mu.ci.bwe.;mu.ci.bwe
mucishwe;guca;two;pl;present;passive;subjunctive;causative;to cut;mucishwe;perfective;present;.mu.ci.shwe.;mu.ci.shwe
mucirwe;guca;two;pl;present;passive;subjunctive;applicative;to cut;mucirwe;perfective;present;.mu.ci.rwe.;mu.ci.rwe
mucanwe;guca;two;pl;present;passive;subjunctive;comitative;to cut;mucanwe;perfective;present;.mu.ca.nwe.;mu.ca.nwe
mucagagurwe;guca;two;pl;present;passive;subjunctive;frequentative;to cut;mucagagurwe;perfective;present;.mu.ca.ga.gu.rwe.;mu.ca.ga.gu.rwe
mucurururwe;guca;two;pl;present;passive;subjunctive;iterative;to cut;mucurururwe;perfective;present;.mu.cu.ru.ru.rwe.;mu.cu.ru.ru.rwe
mucururwe;guca;two;pl;present;passive;subjunctive;reversive;to cut;mucururwe;perfective;present;.mu.cu.ru.rwe.;mu.cu.ru.rwe
bacibwe;guca;three;pl;present;passive;subjunctive;neutral;to cut;bacibwe;perfective;present;.ba.ci.bwe.;ba.ci.bwe
bacishwe;guca;three;pl;present;passive;subjunctive;causative;to cut;bacishwe;perfective;present;.ba.ci.shwe.;ba.ci.shwe
bacirwe;guca;three;pl;present;passive;subjunctive;applicative;to cut;bacirwe;perfective;present;.ba.ci.rwe.;ba.ci.rwe
bacanwe;guca;three;pl;present;passive;subjunctive;comitative;to cut;bacanwe;perfective;present;.ba.ca.nwe.;ba.ca.nwe
bacagagurwe;guca;three;pl;present;passive;subjunctive;frequentative;to cut;bacagagurwe;perfective;present;.ba.ca.ga.gu.rwe.;ba.ca.ga.gu.rwe
bacurururwe;guca;three;pl;present;passive;subjunctive;iterative;to cut;bacurururwe;perfective;present;.ba.cu.ru.ru.rwe.;ba.cu.ru.ru.rwe
bacururwe;guca;three;pl;present;passive;subjunctive;reversive;to cut;bacururwe;perfective;present;.ba.cu.ru.rwe.;ba.cu.ru.rwe
cibwa;guca;two;sg;present;passive;imperative;neutral;to cut;cibwa;perfective;present;.ci.bwa.;ci.bwa
cishwa;guca;two;sg;present;passive;imperative;causative;to cut;cishwa;perfective;present;.ci.shwa.;ci.shwa
cirwa;guca;two;sg;present;passive;imperative;applicative;to cut;cirwa;perfective;present;.ci.rwa.;ci.rwa
canwa;guca;two;sg;present;passive;imperative;comitative;to cut;canwa;perfective;present;.ca.nwa.;ca.nwa
cagagurwa;guca;two;sg;present;passive;imperative;frequentative;to cut;cagagurwa;perfective;present;.ca.ga.gu.rwa.;ca.ga.gu.rwa
curururwa;guca;two;sg;present;passive;imperative;iterative;to cut;curururwa;perfective;present;.cu.ru.ru.rwa.;cu.ru.ru.rwa
cururwa;guca;two;sg;present;passive;imperative;reversive;to cut;cururwa;perfective;present;.cu.ru.rwa.;cu.ru.rwa
nimucibwe;guca;two;pl;present;passive;imperative;neutral;to cut;nimucibwe;perfective;present;.ni.mu.ci.bwe.;ni.mu.ci.bwe
nimucishwe;guca;two;pl;present;passive;imperative;causative;to cut;nimucishwe;perfective;present;.ni.mu.ci.shwe.;ni.mu.ci.shwe
nimucirwe;guca;two;pl;present;passive;imperative;applicative;to cut;nimucirwe;perfective;present;.ni.mu.ci.rwe.;ni.mu.ci.rwe
nimucanwe;guca;two;pl;present;passive;imperative;comitative;to cut;nimucanwe;perfective;present;.ni.mu.ca.nwe.;ni.mu.ca.nwe
nimucagagurwe;guca;two;pl;present;passive;imperative;frequentative;to cut;nimucagagurwe;perfective;present;.ni.mu.ca.ga.gu.rwe.;ni.mu.ca.ga.gu.rwe
nimucurururwe;guca;two;pl;present;passive;imperative;iterative;to cut;nimucurururwe;perfective;present;.ni.mu.cu.ru.ru.rwe.;ni.mu.cu.ru.ru.rwe
nimucururwe;guca;two;pl;present;passive;imperative;reversive;to cut;nimucururwe;perfective;present;.ni.mu.cu.ru.rwe.;ni.mu.cu.ru.rwe
nacaga;guca;one;sg;past cont;active;indicative;neutral;to cut;nacaga;imperfective;past;.na.ca.ga.;na.ca.ga
nacishaga;guca;one;sg;past cont;active;indicative;causative;to cut;nacishaga;imperfective;past;.na.ci.sha.ga.;na.ci.sha.ga
naciraga;guca;one;sg;past cont;active;indicative;applicative;to cut;naciraga;imperfective;past;.na.ci.ra.ga.;na.ci.ra.ga
nacanaga;guca;one;sg;past cont;active;indicative;comitative;to cut;nacanaga;imperfective;past;.na.ca.na.ga.;na.ca.na.ga
nacagaguraga;guca;one;sg;past cont;active;indicative;frequentative;to cut;nacagaguraga;imperfective;past;.na.ca.ga.gu.ra.ga.;na.ca.ga.gu.ra.ga
nacururaga;guca;one;sg;past cont;active;indicative;iterative;to cut;nacururaga;imperfective;past;.na.cu.ru.ra.ga.;na.cu.ru.ra.ga
nacuraga;guca;one;sg;past cont;active;indicative;reversive;to cut;nacuraga;imperfective;past;.na.cu.ra.ga.;na.cu.ra.ga
wacaga;guca;two;sg;past cont;active;indicative;neutral;to cut;wacaga;imperfective;past;.wa.ca.ga.;wa.ca.ga
wacishaga;guca;two;sg;past cont;active;indicative;causative;to cut;wacishaga;imperfective;past;.wa.ci.sha.ga.;wa.ci.sha.ga
waciraga;guca;two;sg;past cont;active;indicative;applicative;to cut;waciraga;imperfective;past;.wa.ci.ra.ga.;wa.ci.ra.ga
wacanaga;guca;two;sg;past cont;active;indicative;comitative;to cut;wacanaga;imperfective;past;.wa.ca.na.ga.;wa.ca.na.ga
wacagaguraga;guca;two;sg;past cont;active;indicative;frequentative;to cut;wacagaguraga;imperfective;past;.wa.ca.ga.gu.ra.ga.;wa.ca.ga.gu.ra.ga
wacururaga;guca;two;sg;past cont;active;indicative;iterative;to cut;wacururaga;imperfective;past;.wa.cu.ru.ra.ga.;wa.cu.ru.ra.ga
wacuraga;guca;two;sg;past cont;active;indicative;reversive;to cut;wacuraga;imperfective;past;.wa.cu.ra.ga.;wa.cu.ra.ga
yacaga;guca;three;sg;past cont;active;indicative;neutral;to cut;yacaga;imperfective;past;.ya.ca.ga.;ya.ca.ga
yacishaga;guca;three;sg;past cont;active;indicative;causative;to cut;yacishaga;imperfective;past;.ya.ci.sha.ga.;ya.ci.sha.ga
yaciraga;guca;three;sg;past cont;active;indicative;applicative;to cut;yaciraga;imperfective;past;.ya.ci.ra.ga.;ya.ci.ra.ga
yacanaga;guca;three;sg;past cont;active;indicative;comitative;to cut;yacanaga;imperfective;past;.ya.ca.na.ga.;ya.ca.na.ga
yacagaguraga;guca;three;sg;past cont;active;indicative;frequentative;to cut;yacagaguraga;imperfective;past;.ya.ca.ga.gu.ra.ga.;ya.ca.ga.gu.ra.ga
yacururaga;guca;three;sg;past cont;active;indicative;iterative;to cut;yacururaga;imperfective;past;.ya.cu.ru.ra.ga.;ya.cu.ru.ra.ga
yacuraga;guca;three;sg;past cont;active;indicative;reversive;to cut;yacuraga;imperfective;past;.ya.cu.ra.ga.;ya.cu.ra.ga
twacaga;guca;one;pl;past cont;active;indicative;neutral;to cut;twacaga;imperfective;past;.twa.ca.ga.;twa.ca.ga
twacishaga;guca;one;pl;past cont;active;indicative;causative;to cut;twacishaga;imperfective;past;.twa.ci.sha.ga.;twa.ci.sha.ga
twaciraga;guca;one;pl;past cont;active;indicative;applicative;to cut;twaciraga;imperfective;past;.twa.ci.ra.ga.;twa.ci.ra.ga
twacanaga;guca;one;pl;past cont;active;indicative;comitative;to cut;twacanaga;imperfective;past;.twa.ca.na.ga.;twa.ca.na.ga
twacagaguraga;guca;one;pl;past cont;active;indicative;frequentative;to cut;twacagaguraga;imperfective;past;.twa.ca.ga.gu.ra.ga.;twa.ca.ga.gu.ra.ga
twacururaga;guca;one;pl;past cont;active;indicative;iterative;to cut;twacururaga;imperfective;past;.twa.cu.ru.ra.ga.;twa.cu.ru.ra.ga
twacuraga;guca;one;pl;past cont;active;indicative;reversive;to cut;twacuraga;imperfective;past;.twa.cu.ra.ga.;twa.cu.ra.ga
mwacaga;guca;two;pl;past cont;active;indicative;neutral;to cut;mwacaga;imperfective;past;.mwa.ca.ga.;mwa.ca.ga
mwacishaga;guca;two;pl;past cont;active;indicative;causative;to cut;mwacishaga;imperfective;past;.mwa.ci.sha.ga.;mwa.ci.sha.ga
mwaciraga;guca;two;pl;past cont;active;indicative;applicative;to cut;mwaciraga;imperfective;past;.mwa.ci.ra.ga.;mwa.ci.ra.ga
mwacanaga;guca;two;pl;past cont;active;indicative;comitative;to cut;mwacanaga;imperfective;past;.mwa.ca.na.ga.;mwa.ca.na.ga
mwacagaguraga;guca;two;pl;past cont;active;indicative;frequentative;to cut;mwacagaguraga;imperfective;past;.mwa.ca.ga.gu.ra.ga.;mwa.ca.ga.gu.ra.ga
mwacururaga;guca;two;pl;past cont;active;indicative;iterative;to cut;mwacururaga;imperfective;past;.mwa.cu.ru.ra.ga.;mwa.cu.ru.ra.ga
mwacuraga;guca;two;pl;past cont;active;indicative;reversive;to cut;mwacuraga;imperfective;past;.mwa.cu.ra.ga.;mwa.cu.ra.ga
bacaga;guca;three;pl;past cont;active;indicative;neutral;to cut;bacaga;imperfective;past;.ba.ca.ga.;ba.ca.ga
bacishaga;guca;three;pl;past cont;active;indicative;causative;to cut;bacishaga;imperfective;past;.ba.ci.sha.ga.;ba.ci.sha.ga
baciraga;guca;three;pl;past cont;active;indicative;applicative;to cut;baciraga;imperfective;past;.ba.ci.ra.ga.;ba.ci.ra.ga
bacanaga;guca;three;pl;past cont;active;indicative;comitative;to cut;bacanaga;imperfective;past;.ba.ca.na.ga.;ba.ca.na.ga
bacagaguraga;guca;three;pl;past cont;active;indicative;frequentative;to cut;bacagaguraga;imperfective;past;.ba.ca.ga.gu.ra.ga.;ba.ca.ga.gu.ra.ga
bacururaga;guca;three;pl;past cont;active;indicative;iterative;to cut;bacururaga;imperfective;past;.ba.cu.ru.ra.ga.;ba.cu.ru.ra.ga
bacuraga;guca;three;pl;past cont;active;indicative;reversive;to cut;bacuraga;imperfective;past;.ba.cu.ra.ga.;ba.cu.ra.ga
nacibwaga;guca;one;sg;past cont;passive;indicative;neutral;to cut;nacibwaga;imperfective;past;.na.ci.bwa.ga.;na.ci.bwa.ga
nacishwaga;guca;one;sg;past cont;passive;indicative;causative;to cut;nacishwaga;imperfective;past;.na.ci.shwa.ga.;na.ci.shwa.ga
nacirwaga;guca;one;sg;past cont;passive;indicative;applicative;to cut;nacirwaga;imperfective;past;.na.ci.rwa.ga.;na.ci.rwa.ga
nacanwaga;guca;one;sg;past cont;passive;indicative;comitative;to cut;nacanwaga;imperfective;past;.na.ca.nwa.ga.;na.ca.nwa.ga
nacagagurwaga;guca;one;sg;past cont;passive;indicative;frequentative;to cut;nacagagurwaga;imperfective;past;.na.ca.ga.gu.rwa.ga.;na.ca.ga.gu.rwa.ga
nacurururwaga;guca;one;sg;past cont;passive;indicative;iterative;to cut;nacurururwaga;imperfective;past;.na.cu.ru.ru.rwa.ga.;na.cu.ru.ru.rwa.ga
nacururwaga;guca;one;sg;past cont;passive;indicative;reversive;to cut;nacururwaga;imperfective;past;.na.cu.ru.rwa.ga.;na.cu.ru.rwa.ga
wacibwaga;guca;two;sg;past cont;passive;indicative;neutral;to cut;wacibwaga;imperfective;past;.wa.ci.bwa.ga.;wa.ci.bwa.ga
wacishwaga;guca;two;sg;past cont;passive;indicative;causative;to cut;wacishwaga;imperfective;past;.wa.ci.shwa.ga.;wa.ci.shwa.ga
wacirwaga;guca;two;sg;past cont;passive;indicative;applicative;to cut;wacirwaga;imperfective;past;.wa.ci.rwa.ga.;wa.ci.rwa.ga
wacanwaga;guca;two;sg;past cont;passive;indicative;comitative;to cut;wacanwaga;imperfective;past;.wa.ca.nwa.ga.;wa.ca.nwa.ga
wacagagurwaga;guca;two;sg;past cont;passive;indicative;frequentative;to cut;wacagagurwaga;imperfective;past;.wa.ca.ga.gu.rwa.ga.;wa.ca.ga.gu.rwa.ga
wacurururwaga;guca;two;sg;past cont;passive;indicative;iterative;to cut;wacurururwaga;imperfective;past;.wa.cu.ru.ru.rwa.ga.;wa.cu.ru.ru.rwa.ga
wacururwaga;guca;two;sg;past cont;passive;indicative;reversive;to cut;wacururwaga;imperfective;past;.wa.cu.ru.rwa.ga.;wa.cu.ru.rwa.ga
yacibwaga;guca;three;sg;past cont;passive;indicative;neutral;to cut;yacibwaga;imperfective;past;.ya.ci.bwa.ga.;ya.ci.bwa.ga
yacishwaga;guca;three;sg;past cont;passive;indicative;causative;to cut;yacishwaga;imperfective;past;.ya.ci.shwa.ga.;ya.ci.shwa.ga
yacirwaga;guca;three;sg;past cont;passive;indicative;applicative;to cut;yacirwaga;imperfective;past;.ya.ci.rwa.ga.;ya.ci.rwa.ga
yacanwaga;guca;three;sg;past cont;passive;indicative;comitative;to cut;yacanwaga;imperfective;past;.ya.ca.nwa.ga.;ya.ca.nwa.ga
yacagagurwaga;guca;three;sg;past cont;passive;indicative;frequentative;to cut;yacagagurwaga;imperfective;past;.ya.ca.ga.gu.rwa.ga.;ya.ca.ga.gu.rwa.ga
yacurururwaga;guca;three;sg;past cont;passive;indicative;iterative;to cut;yacurururwaga;imperfective;past;.ya.cu.ru.ru.rwa.ga.;ya.cu.ru.ru.rwa.ga
yacururwaga;guca;three;sg;past cont;passive;indicative;reversive;to cut;yacururwaga;imperfective;past;.ya.cu.ru.rwa.ga.;ya.cu.ru.rwa.ga
twacibwaga;guca;one;pl;past cont;passive;indicative;neutral;to cut;twacibwaga;imperfective;past;.twa.ci.bwa.ga.;twa.ci.bwa.ga
twacishwaga;guca;one;pl;past cont;passive;indicative;causative;to cut;twacishwaga;imperfective;past;.twa.ci.shwa.ga.;twa.ci.shwa.ga
twacirwaga;guca;one;pl;past cont;passive;indicative;applicative;to cut;twacirwaga;imperfective;past;.twa.ci.rwa.ga.;twa.ci.rwa.ga
twacanwaga;guca;one;pl;past cont;passive;indicative;comitative;to cut;twacanwaga;imperfective;past;.twa.ca.nwa.ga.;twa.ca.nwa.ga
twacagagurwaga;guca;one;pl;past cont;passive;indicative;frequentative;to cut;twacagagurwaga;imperfective;past;.twa.ca.ga.gu.rwa.ga.;twa.ca.ga.gu.rwa.ga
twacurururwaga;guca;one;pl;past cont;passive;indicative;iterative;to cut;twacurururwaga;imperfective;past;.twa.cu.ru.ru.rwa.ga.;twa.cu.ru.ru.rwa.ga
twacururwaga;guca;one;pl;past cont;passive;indicative;reversive;to cut;twacururwaga;imperfective;past;.twa.cu.ru.rwa.ga.;twa.cu.ru.rwa.ga
mwacibwaga;guca;two;pl;past cont;passive;indicative;neutral;to cut;mwacibwaga;imperfective;past;.mwa.ci.bwa.ga.;mwa.ci.bwa.ga
mwacishwaga;guca;two;pl;past cont;passive;indicative;causative;to cut;mwacishwaga;imperfective;past;.mwa.ci.shwa.ga.;mwa.ci.shwa.ga
mwacirwaga;guca;two;pl;past cont;passive;indicative;applicative;to cut;mwacirwaga;imperfective;past;.mwa.ci.rwa.ga.;mwa.ci.rwa.ga
mwacanwaga;guca;two;pl;past cont;passive;indicative;comitative;to cut;mwacanwaga;imperfective;past;.mwa.ca.nwa.ga.;mwa.ca.nwa.ga
mwacagagurwaga;guca;two;pl;past cont;passive;indicative;frequentative;to cut;mwacagagurwaga;imperfective;past;.mwa.ca.ga.gu.rwa.ga.;mwa.ca.ga.gu.rwa.ga
mwacurururwaga;guca;two;pl;past cont;passive;indicative;iterative;to cut;mwacurururwaga;imperfective;past;.mwa.cu.ru.ru.rwa.ga.;mwa.cu.ru.ru.rwa.ga
mwacururwaga;guca;two;pl;past cont;passive;indicative;reversive;to cut;mwacururwaga;imperfective;past;.mwa.cu.ru.rwa.ga.;mwa.cu.ru.rwa.ga
bacibwaga;guca;three;pl;past cont;passive;indicative;neutral;to cut;bacibwaga;imperfective;past;.ba.ci.bwa.ga.;ba.ci.bwa.ga
bacishwaga;guca;three;pl;past cont;passive;indicative;causative;to cut;bacishwaga;imperfective;past;.ba.ci.shwa.ga.;ba.ci.shwa.ga
bacirwaga;guca;three;pl;past cont;passive;indicative;applicative;to cut;bacirwaga;imperfective;past;.ba.ci.rwa.ga.;ba.ci.rwa.ga
bacanwaga;guca;three;pl;past cont;passive;indicative;comitative;to cut;bacanwaga;imperfective;past;.ba.ca.nwa.ga.;ba.ca.nwa.ga
